nid,motivo_original,categoria_llm,candidato_credito,razon_llm
59135235620,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59135635787,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59136361538,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59138073984,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59146118928,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59147752065,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59151175737,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59155308069,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59156030020,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59157015061,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59166658081,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59166680147,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59169108044,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59169457337,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59169558867,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59172401497,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59176928804,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59177315747,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59210712753,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59216209833,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59219164203,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59220255508,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59227091222,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59228623694,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59229123396,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59233158958,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59234962785,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59235395910,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59235633276,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59244175108,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59244912685,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59246737322,cambio de casa,Cambio de vivienda,False,El cliente busca un inmueble más grande o en otra zona.
59248507529,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59265828215,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59273323296,Está fallando acabados y estrato 4,Cambio personal o familiar,False,Problemas con el inmueble debido a acabados defectuosos.
59278859596,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59290686870,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59312535973,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59313791818,Cambio de casa,Cambio de vivienda,False,El cliente busca un inmueble más grande o en otra zona.
59314203029,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59316004770,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59317229989,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59319213951,"Compro, remodeló y vendo. Hago flipping",Quiere invertir en otro negocio,True,Busca capital para emprender en el negocio de flipping de inmuebles.
59320149263,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59326837843,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59332032528,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59332197948,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59332268960,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59335031458,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59336640144,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59365357097,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59366043992,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59366925922,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59367002768,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59370855816,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59374264501,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59374885426,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59375034035,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59380704124,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59385176865,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59385355069,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59388608929,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59392615255,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59394245014,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59395232315,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59413973943,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59416518276,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59417124251,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59417564038,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59420023916,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59424200107,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59424241416,Tengo pendiente otro negocio,Quiere invertir en otro negocio,True,Necesita capital para emprender.
59426847616,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59431032435,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59431393040,Para un negocio,Quiere invertir en otro negocio,True,Necesita capital para emprender o aprovechar una oportunidad.
59433914969,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59434674547,Para comprar otro inmueble,Quiere comprar otro inmueble,False,Quiere mudarse o invertir en otro inmueble — necesita liquidar
59435165341,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59438332161,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59439175071,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59444469026,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59445671571,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59453255976,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59454484770,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59455840558,Cambio de casa,Cambio de vivienda,False,El cliente busca un inmueble más grande o en otra zona.
59456933907,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59456939936,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59457908240,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59458178429,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59459767608,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59462438780,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59467215487,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59471059809,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59472897814,cambio de vivienda,Cambio de vivienda,False,El cliente busca un inmueble más grande o en otra zona.
59474472118,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59474638976,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59480411717,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59480873135,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59494495781,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59498287157,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59510422570,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59527527985,Es que la familia trabaja en bogota por distancia,Mudanza / cambio de ciudad,False,Se va a vivir a Bogotá por la distancia del trabajo.
59532881321,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59547719064,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59547883642,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59554229032,Cambio de apartamento,Cambio de vivienda,False,El cliente busca un apartamento más grande o en otra zona.
59554850971,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59559771664,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59562406983,Utilizar el dinero para otro proyecto,Quiere invertir en otro negocio,True,Necesita capital para emprender o invertir en otro proyecto.
59563017249,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59563168531,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59563180831,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59575731620,"Me interesa saber las 2 | Deseo tener efectivo primero, para posterior comprar otro inmueble",Quiere comprar otro inmueble,False,Desea liquidar para tener efectivo antes de comprar otro inmueble.
59576373834,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59577146205,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59577279842,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59609308958,cambio de casa,Cambio de vivienda,False,El cliente busca un inmueble más grande o en otra zona.
59626601820,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59634221910,Vender,Sin motivo cargado,False,El recepcionista no registró motivo de venta para este lead
59644728664,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59654084528,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59663712635,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59665433759,Lo quiero vender para invertir el dinero en un negocio,Quiere invertir en otro negocio,True,El cliente desea vender para obtener capital y emprender.
59666953511,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59669692983,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59672785174,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59672983467,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59673195940,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59674278524,Pienso ubicarme en el campo,Mudanza / cambio de ciudad,False,Se va a vivir al campo y no seguirá con el inmueble actual.
59674880597,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59677548034,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59678357433,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59682646882,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59687368761,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59687995991,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59690743361,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59693142311,No quiero seguir arrendando,Otro / no claro,False,El motivo no es claro y no se especifica si desea vender o conservar el inmueble.
59694761280,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59695758740,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59696364673,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59700759420,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59700992568,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59701060368,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59701997847,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59702222228,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59706573195,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59708461918,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59708719119,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59718587711,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59719706981,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59720086412,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59722123045,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59722407177,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59723401546,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59724716623,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59725869398,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59726088013,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59755458187,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59755544487,Compra de una casa en Ibagué tolima,Quiere comprar otro inmueble,False,Quiere mudarse o invertir en otro inmueble — necesita liquidar
59756096579,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59758050725,Consulta sobre compra directa | Necesito la plata,Otro / no claro,False,El cliente necesita dinero urgentemente.
59760338827,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59762943574,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59763008821,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59765273715,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59766489994,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59769166002,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59770545735,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59771081063,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59772160041,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59773695087,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59774420882,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59774459029,Comprar otro inmueble,Quiere comprar otro inmueble,False,Quiere mudarse o invertir en otro inmueble — necesita liquidar
59775314559,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59777161273,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59779030669,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59791418141,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59802668366,Porque quiero comprar en el sur,Quiere comprar otro inmueble,False,Quiere mudarse o invertir en otro inmueble — necesita liquidar
59803235431,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59804462430,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59808045988,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59808277108,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59825226860,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59828479087,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59834966627,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59835990685,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59836328111,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59836471162,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59838304920,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59839288690,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59840280617,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59841966601,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59843006209,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59843858278,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59844078855,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59845714448,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59845804052,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59848200088,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59849121332,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59850197764,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59850584405,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59854076435,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59854441039,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59861613435,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59861844994,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59863972203,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59864320268,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59880366911,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59886574007,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59888822863,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59897151041,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59936938420,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59937887329,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59940240790,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59941591912,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59943669764,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59947745612,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59948821549,Cambiarme de barrio,Cambio de vivienda,False,Quiere mudarse a otra zona dentro de la misma ciudad.
59953528683,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59955184148,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59956285243,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59956470670,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59957859682,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59958531912,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59958882855,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59959666031,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59960067468,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59960404016,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59960415797,Inversión,Quiere invertir en otro negocio,True,El cliente busca capital para emprender o aprovechar una oportunidad de inversión.
59960733109,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59962152774,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59962217888,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59964570023,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59965817639,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59968999224,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59969591616,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59972969745,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59977971975,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59978268277,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59979412592,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59979713931,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59980029337,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59980834978,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59983203389,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59989231373,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59990487919,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59991958872,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59992161636,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59993772879,Quiero comprar algo más grande,Cambio de vivienda,False,El cliente desea un inmueble más grande.
59993815409,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59994059583,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59994774441,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59996813571,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59997018644,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60006072718,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60010851439,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60011367254,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60012845451,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60013110888,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60013399809,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60013642539,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60013762586,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60022957357,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60032699801,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60037281965,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60038086450,Porque necesito comprar otro inmueble en un lugar cerca de mi vivienda para poder cuidar a mi papá,Quiere comprar otro inmueble,False,Necesita liquidar para comprar un inmueble cerca de su papá.
60042363261,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60042630235,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60052775850,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60056626988,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60059772083,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60060851998,Pasear en Asia,Viaje / vida fuera del país,False,El cliente se trasladará al exterior y no conservará el inmueble.
60072545861,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60074389256,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60076286763,Cambiar de vivienda,Cambio de vivienda,False,El cliente busca un inmueble más grande o en otra zona.
60077041797,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60077796760,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60102825608,Comprar otra vivienda,Quiere comprar otro inmueble,False,Quiere mudarse o invertir en otro inmueble — necesita liquidar
60115448703,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60120383776,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60122740033,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60132016399,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60136059517,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60137429324,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60139103052,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60140086558,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60140867729,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60144317527,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60147913038,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60150174525,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60151291477,Necesito el dinero,Necesita liquidez urgente,True,El cliente requiere fondos de manera inmediata.
60152020281,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60155750255,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60159688344,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60159746636,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60165096063,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60165170458,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60165458062,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60167094646,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60168489622,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60171944775,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60175006747,Motivos personales,Otro / no claro,False,Motivo ambiguo o sin información suficiente
60175607403,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60183155275,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60185322001,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60187622739,Viaje,Viaje / vida fuera del país,False,Se trasladará al exterior y no conservará el inmueble.
60189179789,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60190117046,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60191611171,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60191814454,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60192070456,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60192181100,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60194940491,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60195679390,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60196811645,Cambiar a casa,Cambio de vivienda,False,El cliente busca un inmueble más grande o en otra zona.
60196932401,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60199062807,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60199432834,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60200634952,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60201144219,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60201755418,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60207822110,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60208799144,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60217490863,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60218852626,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60222994793,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60232275458,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60232309883,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60237207945,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60237263916,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60238926220,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60239249993,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60239355787,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60239903258,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60239995799,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60240616291,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60241252141,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60241739188,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60241824313,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60242015555,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60249175114,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60249883402,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60251836288,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60252217247,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60253149321,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60253556546,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60253579047,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60254375736,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60254474242,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60255259051,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60255513887,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60257171856,Estamos en proceso de separación y queremos vender el apartamento,Separación / divorcio,False,"División de bienes, no van a conservar el inmueble"
60257238943,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60257988123,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60259573001,Solventar unas deudas,Necesita liquidez urgente,True,El cliente necesita dinero para pagar deudas.
60260551189,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60261536066,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60271355925,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60272639372,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60273004682,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
60273352106,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
